text;category;label
Przyprawa Kotanyi pieprz kolorowy ziarnisty ;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Ehrmann - Almighurt jogurt wanilia-malina;Jogurt;01.1.4.4
Żywiec Zdrój Soczysty Jabłko Napój niegazowany 1,5 l;Napoje orzeźwiające;01.2.2.2
Livity - Sól różowa z Himalajów kryształki 3-5mm;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Kawa Nescafe Classic rozpuszczalna ;Kawa;01.2.1.1
Amarello - Owsianka z amarantusem i jabłkami bezglutenowa;Płatki śniadaniowe;01.1.1.7
Celiko - Budyń czekoladowy bezglutenowy;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Łowicz Syrop o smaku pomarańczowym 400 ml;Napoje orzeźwiające;01.2.2.2
imbir eko;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
buraki ćwikłowe;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Banany;Owoce świeże lub chłodzone;01.1.6.1
Kiełbasa wiejska Piotr i Paweł ;Wędliny;01.1.2.7
Bakalland Migdały 100 g;Owoce suszone i orzechy;01.1.6.3
Lipton - Yellow Label herbata ekspresowa 92 szt.;Herbata;01.2.1.2
Pasternak - tacka;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Krewetki gotowane mrożone;Owoce morza mrożone;01.1.3.4
Sandacz filet;Ryby świeże lub chłodzone;01.1.3.1
Dr. Oetker Kopiec Kreta Oryginalny z czekoladą Ciasto 410 g;Pozostałe produkty zbożowe;01.1.1.8
Kawa Nescafe Classic rozpuszczalna bezkofeinowa;Kawa;01.2.1.1
Tesco Przecier z ogórków kwaszonych 500 g;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Meaters Kabanosy drobiowo-wieprzowe 82 g;Wędliny;01.1.2.7
HiPP - Obiadek tagliatelle z makaronem i łososiem;Żywność dla dzieci;01.1.9.3
Lion Lody karmelowe i lody o smaku ciasteczkowym z sosem toffi 110 ml;Lody;01.1.8.5
Herbatka Hipp   z dzikiej róży z sokiem z czerwonych owoców;Herbata;01.2.1.2
Delecta Kisiel smak żurawinowy 58 g;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Mąka pszenna wrocławska Piotr i Paweł ;Mąka i pozostałe zboża;01.1.1.2
ALCE NERO Kakao w proszku Fair Trade (75g) - BIO;Kakao i czekolada w proszku;01.2.1.3
Słoneczna tłocznia - Sok tłoczony jabłkowy;Soki owocowe i warzywne;01.2.2.3
Lindt Les Grandes Szwajcarska czekolada mleczna z orzechami laskowymi 150 g;Czekolada;01.1.8.3
Tesco Soczewica zielona w zalewie 390 g;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Tymbark - Sok Vega warzywny zioła prowansalskie;Soki owocowe i warzywne;01.2.2.3
Ser Edamski Mońki ;Sery i twarogi;01.1.4.5
Nektar Tarczyn czerwony grejpfrut ;Soki owocowe i warzywne;01.2.2.3
Kurka Wolna Jaja z wolnego wybiegu M 10 sztuk;Jaja;01.1.4.7
Sotelli - Makaron bezglutenowy świderki;Makarony i produkty makaronowe;01.1.1.6
Kisiel Dr.oetker morelowy;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Surówka zeus Kuchnia Polki ;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Jabłka zielone Granny;Owoce świeże lub chłodzone;01.1.6.1
Wątrobianka wędzona;Podroby i przetwory podrobowe;01.1.2.6
Tchibo - kapsułki Cafissimo Caffe Crema Colombia Andino;Kawa;01.2.1.1
Ciastka Zoo ;Pozostałe wyroby piekarskie;01.1.1.4
Encona - Hot Pepper pikantny sos na bazie ostrych papryczek;Sosy, przyprawy;01.1.9.1
Królik porcja - mrożony HYBRYDA ;Pozostałe mięsa;01.1.2.5
Monzini Mojito Syrop barmański 320 ml;Napoje orzeźwiające;01.2.2.2
Prymat - Czosnek granulowany;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Milka Mmmax Czekolada mleczna Peanut Caramel 276 g;Czekolada;01.1.8.3
Loacker - Grand Pasticceria wafle przekładane delikatnym kre...Â orzechów laskowych;Pozostałe wyroby piekarskie;01.1.1.4
Kubuś - Woda Waterr truskawkowa niegazowana;Napoje orzeźwiające;01.2.2.2
Sokołów Pasztet Dzidunia;Pozostałe przetwory mięsne;01.1.2.8
Filety śledziowe Fish Minis Appel ;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
KotĂˇnyi Chili wędzone chipotle kruszone 8 g;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Tesco Wiórki kokosowe 500 g;Owoce suszone i orzechy;01.1.6.3
Rama Classic Margaryna 450 g;Margaryna i inne tłuszcze roślinne;01.1.5.2
Primo Gusto Przetarte pomidory 690 g;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Pasta makrelowa rybhand ;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
Flaki po zamojsku ;Pozostałe przetwory mięsne;01.1.2.8
Rolnik Pulpety w sosie pomidorowym wieprzowe 550ml;Pozostałe przetwory mięsne;01.1.2.8
Olej kokosowy extra virgin bio ;Pozostałe oleje jadalne;01.1.5.4
"Magnum - Vegan Almond lody waniliowe w czekoladzie ""couvert...Â z migdałami";Lody;01.1.8.5
Sokołów Uczta Qulinarna Wołowina z Sokołowa Steki minutowe z udźca wołowego;Mięso wołowe i cielęce;01.1.2.1
Sante Musli Lo bez dodatku cukru z granatem i jagodą 300 g;Płatki śniadaniowe;01.1.1.7
Winogrono Białe 500 G Rpa Klasa I;Owoce świeże lub chłodzone;01.1.6.1
Sałatka niemiecka ;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Konspol Natura Żarłaki Polędwica z kurczaka 100 g;Wędliny;01.1.2.7
Śmietana 12% ;Pozostałe produkty mleczne;01.1.4.6
Tesco Niebiańska Pianka czekoladowa 380 g;Wyroby cukiernicze;01.1.8.4
jeżyna leśna mrożona Rubus Fruticosus;Owoce mrożone;01.1.6.2
Häagen-Dazs Belgian Chocolate Lody 460 ml;Lody;01.1.8.5
Vera - Ananas kostka;Przetwory owocowe;01.1.6.4
Filety śledziowe a'la Matias;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
Arroz Cebolla - Ryż paraboliczny do paella;Ryż;01.1.1.1
dr Gerard Malti Keks Herbatniki w czekoladzie 320 g;Pozostałe wyroby piekarskie;01.1.1.4
Hortex Leon Sok 100% jabłko 200 ml;Soki owocowe i warzywne;01.2.2.3
Tesco Finest Chipsy ziemniaczane o smaku soli morskiej i octu jabłkowego 150 g;Chipsy;01.1.7.5
Oliwa z oliwek delicato 250ml ;Oliwa z oliwek;01.1.5.3
Konfitura z pomarańczy i dyni ;Dżemy, marmolady i miód;01.1.8.2
HiPP - Deser  gruszki i jabłka z kleikiem orkiszowym;Żywność dla dzieci;01.1.9.3
Auchan - Kindziuk plastry;Wędliny;01.1.2.7
Limonka Tacka 6 Sztuk;Owoce świeże lub chłodzone;01.1.6.1
Mięso wieprzowe kl. ii Super Stek;Mięso wieprzowe;01.1.2.2
Jogurt naturalny primo ;Jogurt;01.1.4.4
Karkówka wieprzowa 1,20 kg;Mięso wieprzowe;01.1.2.2
Jogurt promen morela ;Jogurt;01.1.4.4
Melvit Mąka kukurydziana 1 kg;Mąka i pozostałe zboża;01.1.1.2
Saga - Herbata ekspresowa;Herbata;01.2.1.2
Podniesiony Kciuk - Makaron spaghetti;Makarony i produkty makaronowe;01.1.1.6
Uncle Ben's Sos seczuański chilli fusion 400 g;Sosy, przyprawy;01.1.9.1
Ryje;Podroby i przetwory podrobowe;01.1.2.6
Sok Hortex pomidorowy;Soki owocowe i warzywne;01.2.2.3
Oliwki Jolca zielone z cytryną;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Ser Gouda Holenderska Tilbury ;Sery i twarogi;01.1.4.5
Abraham Szynka Schwarzwälder 80 g;Wędliny;01.1.2.7
4Move Multi Fruit Zero ;Napoje orzeźwiające;01.2.2.2
HiPP - Deser jogurt z owocami;Żywność dla dzieci;01.1.9.3
Olej kokosowy rafinowany ;Pozostałe oleje jadalne;01.1.5.4
Sok z jabłek i malin Piotr i Paweł ;Soki owocowe i warzywne;01.2.2.3
Hortex Brukselka 450 g;Warzywa mrożone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.2
Sos curry ;Sosy, przyprawy;01.1.9.1
Barilla Makaron Spaghetti 500 g;Makarony i produkty makaronowe;01.1.1.6
Sałata ozdobna;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
HiPP - Mleko 3 Junior combiotik;Żywność dla dzieci;01.1.9.3
Tchibo - Cafe Crem Fine Aroma kapsułki;Kawa;01.2.1.1
Kotanyi - Lubczyk;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Chleb baltonowski ;Pieczywo;01.1.1.3
Bonduelle Na ciepło Meksykańskie chili sin carne 430 g;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Uzdrowisko Wysowa - Lecznicza woda mineralna, filtrowana;Wody mineralne lub źródlane;01.2.2.1
Karkówka z sarny;Pozostałe mięsa;01.1.2.5
Salami z Cebulą Spiżarnia Smaków ;Wędliny;01.1.2.7
MyFood - Tuńczyk steki bez skóry;Ryby mrożone;01.1.3.2
Przyprawa Kamis do kurczaka z grilla ;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Semco - Olej Wielkopolski lniany;Pozostałe oleje jadalne;01.1.5.4
Dżem śliwka z zielonym pieprzem bio ;Dżemy, marmolady i miód;01.1.8.2
Auchan - Mmm! Saint-Felicien - Ser podpuszczkowy, dojrzewaj...Â z porostem białej pleśni;Sery i twarogi;01.1.4.5
Gulasz Angielski Pamapol ;Pozostałe przetwory mięsne;01.1.2.8
Vera - Koktail owoców w lekkim syropie;Przetwory owocowe;01.1.6.4
Look Food - Bio Sok z aloesu 100%;Napoje orzeźwiające;01.2.2.2
Ziemniaki - opakowanie 2kg;Ziemniaki;01.1.7.4
Mleko Enfamil Premium 3 ;Żywność dla dzieci;01.1.9.3
Łowicz Dżem z czarnych porzeczek niskosłodzony 450 g;Dżemy, marmolady i miód;01.1.8.2
PASZTET Z GĘSINĄ;Pozostałe przetwory mięsne;01.1.2.8
Ser Sirtakis do grilla z dodatkiem ziół ;Sery i twarogi;01.1.4.5
Wein Szynka wędzona w ziołach 80 g;Wędliny;01.1.2.7
Oreo Lody śmietankowe z ciastkami kakaowymi 185 ml;Lody;01.1.8.5
Milka Czekolada mleczna Lu 87 g;Czekolada;01.1.8.3
MyFood Owoce morza Krewetka biała gotowana obrana z ogonkiem 400 g;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
Napój owocowy Jomi gruszka ;Napoje orzeźwiające;01.2.2.2
Ekologiczne surowe kakao;Kakao i czekolada w proszku;01.2.1.3
Ser Królewski ;Sery i twarogi;01.1.4.5
Tesco Napój jogurtowy czarna porzeczka 350 g;Jogurt;01.1.4.4
Dr. Oetker Słodka Chwila Budyń smak waniliowy 43 g;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Kiełbasa chorizo sarta ;Wędliny;01.1.2.7
Wafelki Grześki mega orzechowy w czekoladzie mlecznej ;Pozostałe wyroby piekarskie;01.1.1.4
Tesco Organic BIO Pomidory koktajlowe 250 g;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Tesco Super Fruits Pomegranate & Lychee Herbata biała 22,5 g (15 torebek);Herbata;01.2.1.2
Kawa Tchibo Black & White mielona ;Kawa;01.2.1.1
Dorada patroszona mrożona;Ryby mrożone;01.1.3.2
Hortex Zupa ogórkowa z koperkiem 450 g;Gotowe dania;01.1.9.4
Polsoja BIO Tofu miękkie 400 g;Gotowe dania;01.1.9.4
skorzonera;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Ritter Sport - Nugat czekolada mleczna z nadzieniem;Czekolada;01.1.8.3
Bobaski Paróweczki z mięsem drobiowym 250 g;Wędliny;01.1.2.7
Nescafe - Kawa Classic rozpuszczalna;Kawa;01.2.1.1
Celiko - Frupp Liofilizowany baton wisniowy bezglutenowy;Przetwory owocowe;01.1.6.4
Makaron Arrighi Spaghetti;Makarony i produkty makaronowe;01.1.1.6
Ekland Napój herbaciany instant o smaku malinowym z witaminą C 300 g ;Herbata;01.2.1.2
Lay's Strong Chipsy ziemniaczane karbowane o smaku pikantnego pepperoni 130 g;Chipsy;01.1.7.5
Tymbark Napój jabłko czerwona porzeczka 2 l;Napoje orzeźwiające;01.2.2.2
Knorr - Pieprz czarny mielony z Wietnamu;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Knorr - Sos do sałatek grecki;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Sante - napój sojowy o smaku waniliowym z wapniem i witami...Â produkt UHT;Pozostałe produkty mleczne;01.1.4.6
Maliny - BIO-ORGANIC odmiana Diamond Jubilee;Owoce świeże lub chłodzone;01.1.6.1
Hortex Mieszanka węgierska 450 g;Gotowe dania;01.1.9.4
Staropolski pasztet z gęsi;Pozostałe przetwory mięsne;01.1.2.8
Tymbark Napój pomarańcza brzoskwinia 500 ml;Napoje orzeźwiające;01.2.2.2
dr Gerard Pasja Mocca Herbatniki z kremem kawowym i czekoladą 170 g;Pozostałe wyroby piekarskie;01.1.1.4
Tesco Finest Pikantny sos z chili 320 g;Sosy, przyprawy;01.1.9.1
owsianka brzoskwiniowa;Pozostałe produkty mleczne;01.1.4.6
Tesco Rodzynki Thompson 200 g;Owoce suszone i orzechy;01.1.6.3
PAŁUKI Flaki wołowe krojone gotowane 900 g;Pozostałe przetwory mięsne;01.1.2.8
Big Milk - Lemon Intence lody o smaku śmietankowo-cytrynowym;Lody;01.1.8.5
Oreo Double Ciastka kakaowe z nadzieniem o smaku waniliowym 170 g (12 sztuk);Pozostałe wyroby piekarskie;01.1.1.4
Pasta Smak Food z łososia;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
Czekolada mleczna z migdałami i wiórkami kokosowymi Terravita ;Czekolada;01.1.8.3
Łosoś atlantycki w kawałku ;Ryby i owoce morza suszone, wędzone lub solone;01.1.3.5
Taverna - Hummus trio orientalny,pomidorowy, z kolendrą i cy...;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Krupnioki Kaszanka swojskie wiejskie wyroby 1kg;Podroby i przetwory podrobowe;01.1.2.6
Podniesiony Kciuk - Szynka konserwowa plastry;Wędliny;01.1.2.7
Florpak - Soczewica brązowa;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Kakao Decomorreno kartonik ;Kakao i czekolada w proszku;01.2.1.3
Gruszka Konferencja (kg);Owoce świeże lub chłodzone;01.1.6.1
Pudliszki Bigos z mięsem i kiełbasą 500 g;Gotowe dania;01.1.9.4
Chipsy Crunchips x-cut chakalaka ;Chipsy;01.1.7.5
Danie Hipp dynia z indykiem;Żywność dla dzieci;01.1.9.3
Coca Cola - Cherry napój gazowany o smaku cola i wiśniowym;Napoje orzeźwiające;01.2.2.2
Dorsz wędzony tusza ;Ryby i owoce morza suszone, wędzone lub solone;01.1.3.5
Amino Zupa błyskawiczna rosół złocisty z lubczykiem 57 g;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Mleko Nestle Junior o smaku naturalnym ;Żywność dla dzieci;01.1.9.3
Łowicz Sos meksykański 500 g ;Sosy, przyprawy;01.1.9.1
Jeżyna ogrodowa mrożona;Owoce mrożone;01.1.6.2
Serek puszysty Łaciaty z cebulą i szczypiorkiem ;Sery i twarogi;01.1.4.5
Mermaid Bay Łosoś norweski w plastrach wędzony na zimno 100 g;Ryby i owoce morza suszone, wędzone lub solone;01.1.3.5
Pepsi Cola Napój gazowany 200 ml;Napoje orzeźwiające;01.2.2.2
Lipton Ice Tea Green Matcha ginger & lemongrass Napój niegazowany 1,5 l;Napoje orzeźwiające;01.2.2.2
Makrela cała;Ryby świeże lub chłodzone;01.1.3.1
Lisner dla rodziny Filety śledziowe krojone w sosie musztardowym 500 g;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
Tesco Capricciosa Pizza 384 g;Pizza i inne półprodukty mączne;01.1.1.5
Lody haagen-dazs vanilla ;Lody;01.1.8.5
Salami chips klasyczne 60 g Salami z Dębicy;Pozostałe przetwory mięsne;01.1.2.8
Chaber - Płatki Jaśki mleczne;Płatki śniadaniowe;01.1.1.7
Krakus Szynka zrazowa;Wędliny;01.1.2.7
Melvit Premium Trendy Lunch orkisz vermicelli pomidory 400 g (4 saszetki);Mąka i pozostałe zboża;01.1.1.2
Zupa Profi pomidorowa;Gotowe dania;01.1.9.4
Kociołek do syta łowicz węgierski ;Gotowe dania;01.1.9.4
Baziółka Kolendra 30 g;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Polgrzyb - Koźlarz czerwony krojony;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Wielkopolski Olej rzepakowy 100% 1 l;Pozostałe oleje jadalne;01.1.5.4
Schär Bezglutenowy chleb wieloziarnisty 250 g;Pieczywo;01.1.1.3
Przyprawa Vegeta warzywna ;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Dr. Oetker - Słodka Chwila budyń czekoladowy duet czakolada i p...;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Jogurt Danone naturalny z ziarnami ;Jogurt;01.1.4.4
Podniesiony Kciuk - Pierniki lukrowane;Pozostałe wyroby piekarskie;01.1.1.4
Hochland - Gouda ser kremowy topiony w plastrach;Sery i twarogi;01.1.4.5
Lubella Makaron łazanki quadretti 500 g;Makarony i produkty makaronowe;01.1.1.6
Hortex - Warzywa na patelnię z przyprawą włoską;Gotowe dania;01.1.9.4
Mleko Kościan 1,5%;Mleko świeże niskotłuszczowe;01.1.4.2
Herbatniki maltanki ;Pozostałe wyroby piekarskie;01.1.1.4
Polskie Młyny - Chleb z ziarnami słonecznika mieszanka do wypieku ...Â pszenno-żytniego;Pozostałe produkty zbożowe;01.1.1.8
Łowicz - Dżem z czarnej porzeczki niskosłodzony;Dżemy, marmolady i miód;01.1.8.2
Migdały bio ;Owoce suszone i orzechy;01.1.6.3
Tesco Filety śledziowe w sosie pomidorowym 170 g;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
Lipton - Herbata Earl Grey Tea 100 szt.;Herbata;01.2.1.2
Prymat - Przyprawa do pizzyÂ Przyprawa do pizzy;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Mlekovita - Mleko Polskie 3,2% świeże;Mleko świeże pełne;01.1.4.1
Kresto - Orzechy włoskie łuszczone;Owoce suszone i orzechy;01.1.6.3
Mięso gulaszowe extra z dzika;Pozostałe mięsa;01.1.2.5
Raki całe w zalewie winnej Myfood;Owoce morza mrożone;01.1.3.4
L'OR Crema Absolu Profond Kawa ziarnista 500 g;Kawa;01.2.1.1
kapusta włoska;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Serek śmietankowy łaciaty naturalny ;Sery i twarogi;01.1.4.5
kurczak faszerowany;Pozostałe przetwory mięsne;01.1.2.8
banany na wagę;Owoce świeże lub chłodzone;01.1.6.1
Daktyle suszone;Owoce suszone i orzechy;01.1.6.3
Konfitura M&k brzoskwiniowa;Dżemy, marmolady i miód;01.1.8.2
Wątroba;Podroby i przetwory podrobowe;01.1.2.6
Oliwa Monini Lemon;Oliwa z oliwek;01.1.5.3
Nestle - Kaszka Sinlac bezglutenowa;Żywność dla dzieci;01.1.9.3
Dawtona - Przecier pomidorowy. Produkt pasteryzowany.;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Knorr Danie makaron śmietana z ziołami 59 g;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
włoszczyzna młoda max;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Pieczywo lekkie razowe ;Pozostałe wyroby piekarskie;01.1.1.4
Ciastko z serem i jagodą 75 g;Pozostałe wyroby piekarskie;01.1.1.4
Dallmayr Classic Kawa mielona 250 g;Kawa;01.2.1.1
Tesco Camomile Infusion Herbatka ziołowa 30 g (20 torebek);Herbata;01.2.1.2
łopatka jagnięca z kością;Mięso baranie i kozie;01.1.2.3
Krewetki obrane, gotowane, mrożone, rozmiar 16/20, 1,0kg (wsad 0,8kg);Owoce morza mrożone;01.1.3.4
Rillettes wieprzowy - 250g;Mięso wieprzowe;01.1.2.2
Knorr - Fix spaghetti bolognese z warzywami;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Victoria Cymes Smaki Victorii Naturalnie mętny sok jabłkowo-brzoskwiniowy-marchwiowy 250 ml;Soki owocowe i warzywne;01.2.2.3
Mleko Zambrowskie UHT 3,2% 12 x 1l;Mleko świeże pełne;01.1.4.1
Ser ambrosi grana padano ;Sery i twarogi;01.1.4.5
pomidory, karton 6kg;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Prymat Sól morska jodowana drobnoziarnista 1000 g;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Naturio - Super Smoothie Jabłko-Pomarańcza + Acerola;Przetwory owocowe;01.1.6.4
Prima Finezja Kawa ziarnista 450 g;Kawa;01.2.1.1
Piekarnia Jutrzenka - Chleb tradycyjny żytni;Pieczywo;01.1.1.3
Zott Jogobella Jogurt kiwi 150 g;Jogurt;01.1.4.4
Podravka - Vegeta przyprawa do mięs;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Pierogi z serem ;Pizza i inne półprodukty mączne;01.1.1.5
Rabarbar 500 g;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Topinambur 1 szt.;Pozostałe warzywa bulwiaste i przetwory z warzyw bulwiastych;01.1.7.6
SAMO MIĘSO Szynka Wieprzowa Plastry;Mięso wieprzowe;01.1.2.2
Bobo Frut - Nektar jabłko i jagoda;Soki owocowe i warzywne;01.2.2.3
NaTurek Nasz Puszysty śmietankowy Serek twarogowy 140 g;Sery i twarogi;01.1.4.5
Krakus Konserwa gulasz angielski 300 g;Pozostałe przetwory mięsne;01.1.2.8
Astra - Profesional Cafe Crema kawa ziarnista;Kawa;01.2.1.1
Wasabi w proszku ;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Dallmayr Prodomo Kawa ziarnista 500 g;Kawa;01.2.1.1
Hortex - NFC 100% sok tłoczony z jabłek z dodatkiem moreli;Soki owocowe i warzywne;01.2.2.3
Tesco Ryż biały długoziarnisty 250 g;Ryż;01.1.1.1
Winiary - Sos grzybowy;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Magnum White Lody 440 ml;Lody;01.1.8.5
Piątnica Twój Smak Serek śmietankowy z chrzanem 135 g;Sery i twarogi;01.1.4.5
Kurczak;Mięso drobiowe;01.1.2.4
marchew kg;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Fix Knorr Chrupiące Placki ziemniaczane;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Mieszanka żurawinowo - orzechowa ;Owoce suszone i orzechy;01.1.6.3
Okoń w zalewie domowej ;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
Piekarnia Jutrzenka - Drożdżówka w dostawie pn-sob;Pozostałe wyroby piekarskie;01.1.1.4
Minutka Zielona Herbata o smaku cytrynki i limonki 36,4 g (28 torebek);Herbata;01.2.1.2
Jogurt Jogobella Special ;Jogurt;01.1.4.4
Tesco Śmietana 12% 330 g;Pozostałe produkty mleczne;01.1.4.6
Salami francuskie naturalne. ;Wędliny;01.1.2.7
Kawa Pellini Top ;Kawa;01.2.1.1
Żelatyna Cykoria z przyprawami do mięs i ryb wieprzowa ;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Hortex Zupa dyniowa na 2 sposoby 450 g;Gotowe dania;01.1.9.4
Soczewica konserwowa ;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Bezgluten - Bułka tarta niskobiałkowa PKU;Pozostałe produkty zbożowe;01.1.1.8
Pizza felicia quattro formaggi. ;Pizza i inne półprodukty mączne;01.1.1.5
Bonduelle Groszek tradycyjny 540 g;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
