kod czteroznakowy;Nazwa;Synteza;Zadania;Uwagi
2433;Specjaliœci do spraw sprzeda¿y (z wy³¹czeniem technologii informacyjno-komunikacyjnych);Specjaliœci do spraw sprzeda¿y (z wy³¹czeniem technologii informacyjno- komunikacyjnych) reprezentuj¹ przedsiêbiorstwa podczas sprzeda¿y wielu towarów i us³ug przemys³owych, medycznych i farmaceutycznych firmom prowadz¹cym dzia³alnoœæ przemys³ow¹, biznesow¹ i inn¹.;"Zadania wykonywane przez specjalistów do spraw sprzeda¿y (z wy³¹czeniem technologii informacyjno-komunikacyjnych) ujêtych w tej grupie zazwyczaj obejmuj¹: tworzenie wykazów potencjalnych klientów z wykorzystaniem katalogów firm i innych Ÿróde³; pozyskiwanie i uaktualnianie informacji na temat towarów i us³ug oraz warunków rynkowych; odwiedzanie przedsiêbiorstw sta³ych lub potencjalnych klientów w celu tworzenia mo¿liwoœci sprzeda¿owych i korzystania z ju¿ istniej¹cych; ocenianie potrzeb i zasobów klientów i rekomendowanie im odpowiednich towarów lub us³ug; zapewnianie wk³adu w projekt produktu w sytuacji, gdy towary i us³ugi nale¿y dopasowaæ o potrzeb klientów; opracowywanie sprawozdañ i propozycji w ramach prezentacji handlowych w celu przedstawienia korzyœci p³yn¹cych z wykorzystywania towarów i us³ug; szacowanie kosztów instalowania i konserwacji sprzêtu lub us³ugi; monitorowanie zmieniaj¹cych siê potrzeb klientów i dzia³alnoœci konkurentów oraz przekazywanie informacji na ten temat kierownikom do spraw sprzeda¿y; ustalanie i negocjowanie cen i warunków kredytu oraz przygotowywanie umów sprzeda¿y i zarz¹dzanie nimi; organizowanie dostawy towarów, instalacji sprzêtu i œwiadczenia us³ug; sk³adanie kierownikom do spraw sprzeda¿y sprawozdañ dotycz¹cych wyników sprzeda¿y i pokupnoœci towarów i us³ug; kontaktowanie siê z klientami po dokonaniu sprzeda¿y w celu upewnienia siê, ¿e klient jest zadowolony z zakupu; wykonywanie innych zadañ pokrewnych. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników.";
2434;Specjaliœci do spraw sprzeda¿y z dziedziny technologii teleinformatycznych;Specjaliœci do spraw sprzeda¿y z dziedziny technologii teleinformatycznych zajmuj¹ siê sprzeda¿¹ hurtow¹ szerokiej gamy sprzêtu komputerowego, oprogramowania i innych towarów i us³ug z dziedziny technologii informacyjno-komunikacyjnych,;"Zadania wykonywane przez specjalistów do spraw sprzeda¿y z dziedziny technologii teleinformatycznych ujêtych w tej grupie zazwyczaj obejmuj¹: pozyskiwanie zamówieñ i sprzedawanie towarów przedsiêbiorstwom przemys³owym, firmom zajmuj¹cym siê sprzeda¿¹ detaliczn¹ lub hurtow¹; sprzedawanie sprzêtu technicznego i zapasów przedsiêbiorstwom lub osobom prywatnym; œwiadczenie us³ug pokrewnych na ich rzecz; omawianie potrzeb klientów oraz dostarczanie specjalistycznych informacji dotycz¹cych sposobu zaspokojenia potrzeb dziêki poszczególnym elementom sprzêtu, zapasom i us³ugom; ustalanie i negocjowanie cen i warunków kredytu; zawieranie umów i dokumentowanie zamówieñ; uaktualnianie akt klientów i przygotowywanie raportów sprzeda¿y; organizowanie dostawy towarów, instalacji sprzêtu i œwiadczenia us³ug; przedstawianie producentom informacji na temat uwag i wymagañ klientów; wykonywanie innych zadañ pokrewnych. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników.";
2440;Specjaliœci do spraw rynku nieruchomoœci;Specjaliœci do spraw rynku nieruchomoœci organizuj¹ sprzeda¿, zakup i wynajem nieruchomoœci, zazwyczaj w imieniu klientów i na zasadzie prowizji.;"Zadania wykonywane przez specjalistów do spraw rynku nieruchomoœci zazwyczaj obejmuj¹: uzyskiwanie informacji dotycz¹cych nieruchomoœci przeznaczonych do sprzeda¿y lub pod wynajem, ich w³aœcicieli oraz potrzeb potencjalnych kupców lub najemców; prezentowanie potencjalnym nabywcom lub najemcom nieruchomoœci przeznaczonych do sprzeda¿y lub pod wynajem oraz wyjaœnianie warunków ich sprzeda¿y lub wynajmu; usprawnianie negocjacji miêdzy najemcami i w³aœcicielami dotycz¹cych czynszu i op³at za wynajem; sporz¹dzanie umów najmu i sprzeda¿y oraz szacowanie kosztów; organizowanie podpisania umów najmu i przekazania praw do nieruchomoœci; pobieranie czynszu i kaucji w imieniu w³aœciciela i wizytowanie nieruchomoœci przed, podczas i po okresie wynajmu; zatrudnienie pracowników wykonuj¹cych prace porz¹dkowe zwi¹zane z utrzymaniem nieruchomoœci w odpowiednim stanie; wykonywanie innych zadañ pokrewnych. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników.";
2511;Analitycy systemów komputerowych;Analitycy systemów komputerowych zajmuj¹ siê badaniem, analizowaniem i ocenianiem wymogów, procedur lub problemów klientów dotycz¹cych technologii systemów teleinformatycznych oraz opracowywaniem i wdra¿aniem propozycji, zaleceñ i planów maj¹cych na celu poprawê obecnych lub projektowanych systemów teleinformatycznych.;"Zadania wykonywane przez analityków systemów komputerowych zazwyczaj
obejmuj¹: prowadzenie konsultacji z u¿ytkownikami, formu³owanie i dokumentowanie ich wymagañ, w konsultacji z prze³o¿onymi; identyfikowanie i analizowanie procesów biznesowych, procedur i metod pracy; identyfikowanie i ocenianie przypadków niekompetencji i rekomendowanie optymalnych praktyk biznesowych oraz identyfikowanie i ocenianie funkcjonalnoœci i dzia³ania systemu; branie odpowiedzialnoœci za rozmieszczenie rozwi¹zañ funkcjonalnych, takich jak: tworzenie, przyjmowanie i wdra¿anie planów testów systemu; tworzenie specyfikacji funkcjonalnych wykorzystywanych przez firmy opracowuj¹ce systemy teleinformatyczne; zwiêkszanie zakresu systemów lub ich modyfikowanie w celu usprawnienia toku pracy lub s³u¿enia nowym celom; koordynowanie i ³¹czenie systemów teleinformatycznych w ramach organizacji w celu zwiêkszenia ich kompatybilnoœci. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników.";
2512;Specjaliœci do spraw rozwoju systemów informatycznych;Specjaliœci do spraw rozwoju systemów informatycznych zajmuj¹ siê badaniem, analizowaniem i ocenianiem wymogów dotycz¹cych istniej¹cych lub nowych aplikacji oprogramowania i systemów informatycznych oraz zajmuj¹ siê projektowaniem, opracowywaniem, testowaniem i utrzymywaniem oprogramowania komputerowego w celu sprostania tym wymogom.;"Zadania wykonywane przez specjalistów do spraw rozwoju systemów informatycznych zazwyczaj obejmuj¹: badanie, analizowanie i ocenianie wymogów dotycz¹cych aplikacji oprogramowania i systemów informatycznych; badanie, projektowanie i opracowywanie systemów oprogramowania komputerowego; prowadzenie konsultacji z in¿ynierami elektronikami w celu dokonania oceny sprzê¿enia sprzêtu komputerowego z oprogramowaniem; opracowywanie i przeprowadzanie procedur testowania oprogramowania i procedur ich zatwierdzania; modyfikowanie istniej¹cego oprogramowania, dostosowanie oprogramowania do nowego sprzêtu lub ulepszenia interfejsów i zwiêkszenia ich wydajnoœci; kierowanie procesem tworzenia oprogramowania i opracowywania dokumentacji; ocenianie, tworzenie, ulepszanie i dokumentowanie procedur w zakresie obs³ugi technicznej systemów operacyjnych, œrodowisk komunikacyjnych i oprogramowania aplikacji; prowadzenie konsultacji z klientami w sprawie utrzymania systemów oprogramowania komputerowego. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników.";
2513;Projektanci aplikacji sieciowych i multimediów;"Projektanci aplikacji sieciowych i multimediów wykorzystuj¹ wiedzê z zakresu projektowania komputerowego oraz wiedzê techniczn¹, aby badaæ, analizowaæ, oceniaæ, projektowaæ animacje i gry komputerowe, programowaæ, tworzyæ i zmieniaæ strony internetowe oraz aplikacje ³¹cz¹ce tekst, grafikê, animacje, obrazowania, odtwarzanie dŸwiêku i obrazu i inne media interaktywne; zajmuj¹ siê rozwojem stron internetowych, Internetu i Intranetu.";"Zadania wykonywane przez projektantów aplikacji sieciowych i multimediów zazwyczaj obejmuj¹: analizowanie, projektowanie i tworzenie stron internetowych z wykorzystaniem sztuki i kreatywnoœci w programowaniu i w jêzykach skryptowych; projektowanie i tworzenie animacji cyfrowych, obrazowania, prezentacji, gier, klipów dŸwiêkowych i wideoklipów oraz aplikacji internetowych z wykorzystaniem oprogramowania multimedialnego, narzêdzi i programów, interaktywnej grafiki i jêzyków programowania; kontaktowanie siê ze specjalistami do spraw sieci w kwestiach dotycz¹cych stron internetowych, takich jak: bezpieczeñstwo i prowadzenie stron internetowych, kontrolowanie i egzekwowanie bezpieczeñstwa serwerów internetowych i serwerów stron internetowych, alokacja miejsca, dostêp u¿ytkowników, ci¹g³oœæ prowadzenia dzia³alnoœci, tworzenie kopii zapasowej strony internetowej i planowanie odzyskiwania jej po awarii; projektowanie, tworzenie i integrowanie kodu komputerowego z innymi wyspecjalizowanymi danymi wejœciowymi, takimi jak: pliki obrazu, pliki dŸwiêkowe, jêzyki skryptowe w celu tworzenia, utrzymania i wspierania stron internetowych; uczestniczenie w analizowaniu, okreœlaniu i opracowywaniu strategii internetowych, metodologii stron internetowych i planów rozwoju. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników.";
2514;Programiœci aplikacji;Programiœci aplikacji zajmuj¹ siê pisaniem i obs³ug¹ techniczn¹ kodu programowalnego wskazanego w instrukcjach i specyfikacjach technicznych dotycz¹cych aplikacji oprogramowania komputerowego i systemów operacyjnych.;"Zadania wykonywane przez programistów aplikacji zazwyczaj obejmuj¹: pisanie i obs³ugê techniczn¹ kodu programu wskazanego w instrukcjach i specyfikacjach zgodnie z jakoœci¹ uznanych standardów; zmienianie, naprawianie lub ulepszanie istniej¹cych programów w celu zwiêkszenia ich wydajnoœci operacyjnej lub dostosowania ich do nowych wymogów; przeprowadzanie prób programów i aplikacji oprogramowania w celu potwierdzenia, ¿e bêd¹ one Ÿród³em wymaganych informacji;
kompilowanie i sporz¹dzanie dokumentacji zwi¹zanej z tworzeniem programów; identyfikowanie problemów, procesów i rozwi¹zañ technicznych oraz informowanie
o nich. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników.";
2519;Analitycy systemów komputerowych i programiœci gdzie indziej niesklasyfikowani;Do tej grupy elementarnej nale¿¹ analitycy systemowi i specjaliœci do spraw rozwoju aplikacji komputerowych nie zaklasyfikowani do grupy œredniej 251 Analitycy systemów komputerowych i programiœci. Grupa ta obejmuje na przyk³ad osoby zajmuj¹ce siê informatyk¹ medyczn¹, zastosowaniami informatycznymi, testowaniem oprogramowania komputerowego i systemów teleinformatycznych.;"Zadania wykonywane przez analityków systemów komputerowych i programistów gdzie indziej niesklasyfikowanych zazwyczaj obejmuj¹: opracowywanie i dokumentowanie planów testowania oprogramowania; instalowanie oprogramowania i sprzêtu komputerowego oraz konfigurowanie operacyjnego oprogramowania systemu w ramach przygotowania do testów; weryfikowanie, czy program dzia³a zgodnie z wymaganiami u¿ytkowników i okreœlonymi wytycznymi; przeprowadzanie testów aplikacji oprogramowania i testów systemów informacyjnych i telekomunikacyjnych oraz analizowanie i dokumentowanie ich wyników; opracowywanie i wdra¿anie polityki, procedur i skryptów testowania oprogramowania i systemu informacyjnego; wykonywanie innych zadañ pokrewnych. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników.";
2521;Projektanci i administratorzy baz danych;Projektanci i administratorzy baz danych zajmuj¹ siê projektowaniem, tworzeniem, kontrolowaniem, utrzymywaniem i wspieraniem optymalnej wydajnoœci i bezpieczeñstwa baz danych.;"Zadania wykonywane przez projektantów i administratorów baz danych ujêtych w tej grupie zazwyczaj obejmuj¹: projektowanie i tworzenie architektury baz danych, struktur danych, tabel, s³owników i konwencji nazewniczych dotycz¹cych projektów systemów informacyjnych; projektowanie, konstruowanie, modyfikowanie, integrowanie, wdra¿anie i testowanie systemów zarz¹dzania bazami danych; przeprowadzanie badañ i udzielanie porad z zakresu wyboru, stosowania i wdra¿ania narzêdzi zarz¹dzania bazami danych; tworzenie i wdra¿anie polityki, standardów i modeli administrowania danymi; opracowywanie polityk i procedur dotycz¹cych dostêpu do baz danych; realizowanie planów operacyjnych i zapobiegawcze zachowywanie kopii zapasowych, stosowanie procedur odzyskiwania oraz przeprowadzanie kontroli bezpieczeñstwa i integralnoœci; wykonywanie innych zadañ pokrewnych. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników.";
2522;Administratorzy systemów komputerowych;Administratorzy systemów komputerowych zajmuj¹ siê tworzeniem, kontrolowaniem, utrzymywaniem i wspieraniem optymalnej wydajnoœci i bezpieczeñstwa systemów technologii informacyjnych.;"Zadania wykonywane przez administratorów systemów komputerowych ujêtych w tej grupie zazwyczaj obejmuj¹: utrzymywanie sieci komputerowych i powi¹zanych œrodowisk komputerowych i administrowanie nimi, w tym sprzêtem komputerowym, oprogramowaniem systemów oraz oprogramowaniem aplikacji; rekomendowanie zmian w celu usprawnienia konfiguracji systemów i sieci oraz okreœlanie zwi¹zanych z tymi zmianami wymogów dotycz¹cych sprzêtu i oprogramowania; diagnozowanie problemów ze sprzêtem i z oprogramowaniem; przeprowadzanie operacji zwi¹zanych z tworzeniem kopii zapasowych i z odzyskiwaniem danych; operowanie konsolami g³ównymi w celu monitorowania wydajnoœæ systemów i sieci";
2523;Specjaliœci do spraw sieci komputerowych;Specjaliœci do spraw sieci komputerowych zajmuj¹ siê badaniem, analizowaniem i rekomendowaniem strategii dotycz¹cych architektury oraz rozwoju sieci, wdra¿aniem, zarz¹dzaniem, utrzymywaniem i konfigurowaniem sprzêtu i oprogramowania sieci, monitorowaniem i optymalizowaniem wydajnoœci sieci komputerowych.;"Zadania wykonywane przez specjalistów do spraw sieci komputerowych ujêtych w tej grupie zazwyczaj obejmuj¹: analizowanie, opracowywanie, interpretowanie i ocenianie z³o¿onego projektu systemu i specyfikacji jego budowy, modeli i diagramów danych w ramach rozwijania, konfigurowania i integrowania systemów komputerowych; badanie, analizowanie, ocenianie i monitorowanie infrastruktury sieci w celu zapewnienia konfiguracji sieci umo¿liwiaj¹cej ich optymalne funkcjonowanie; ocenianie i zalecanie ulepszeñ w ramach operacji sieci i zintegrowanego sprzêtu, oprogramowania, komunikacji i systemów operacyjnych; zapewnianie specjalistycznego wsparcia oraz pomocy w rozwi¹zywania problemów z sieci¹ i w usuwaniu skutków awarii; instalowanie, konfigurowanie, testowanie i obs³ugiwanie nowych i ulepszonych sieci, aplikacji, serwerów i stacji roboczych baz danych oprogramowania oraz administrowanie nimi; przygotowywanie i prowadzenie instrukcji utrzymania, procedur i dokumentacji dotycz¹cych zasobów sieci oraz dokumentowanie wykrywania i usuwania wad sieci, ulepszeñ i zmian wprowadzonych w sieci; monitorowanie komunikacji w sieci, aktywnoœci, mo¿liwoœci i wykorzystania sieci w celu zapewnienia trwa³ej integralnoœci i optymalnej wydajnoœci; wykonywanie innych zadañ pokrewnych. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników.";
2529;Specjaliœci do spraw baz danych i sieci komputerowych gdzie indziej niesklasyfikowani;Do tej grupy elementarnej nale¿¹ specjaliœci do spraw baz danych i sieci nie zaklasyfikowanych do grupy œredniej 252 Specjaliœci do spraw baz danych i sieci komputerowych. Grupa ta obejmuje na przyk³ad osoby zajmuj¹ce siê bezpieczeñstwem oprogramowania komputerowego.;"Zadania wykonywane przez specjalistów do spraw baz danych i sieci gdzie indziej niesklasyfikowanych ujêtych w tej grupie zazwyczaj obejmuj¹: opracowywanie planów maj¹cych na celu ochronê plików komputerowych przed przypadkowymi lub nie zatwierdzonymi zmianami, zniszczeniem lub ujawnieniem oraz maj¹cych na celu sprostanie wymogom awaryjnego przetwarzania danych; szkolenie u¿ytkowników i promowanie œwiadomoœci w zakresie bezpieczeñstwa w celu zapewnienia";
2611;Adwokaci, radcy prawni i prokuratorzy;"Adwokaci, radcy prawni i prokuratorzy udzielaj¹ klientom porad prawnych z zakresu ró¿nych dziedzin, przygotowuj¹ dokumenty prawne, reprezentuj¹ klientów przed s¹dem w sprawach cywilnych i karnych; wystêpuj¹ w roli oskar¿yciela przed s¹dem, strzeg¹ praworz¹dnoœci, wszczynaj¹ i prowadz¹ postêpowania przygotowawcze.";"Zadania wykonywane przez adwokatów, radców prawnych i prokuratorów zazwyczaj obejmuj¹: udzielanie klientom porad prawnych z zakresu ró¿nych dziedzin oraz podejmowanie czynnoœci prawnych w imieniu klientów; wyszukiwanie zasad prawnych, ustaw i wczeœniejszych orzeczeñ s¹dów zwi¹zanych z konkretnymi sprawami; zbieranie materia³u dowodowego umo¿liwiaj¹cego przygotowywanie obrony lub wyst¹pienie na drogê s¹dow¹ poprzez przes³uchiwanie klientów i œwiadków w celu ustalenia stanu faktycznego sprawy; ocenianie uzyskanych informacji i opracowywanie strategii i argumentacji podczas przygotowañ do przedstawienia sprawy; reprezentowanie klientów w s¹dach, trybuna³ach i organach administracyjnych lub instruowanie adwokatów co do sposobu wystêpowania do s¹du wy¿szej instancji; podejmowanie siê obrony i wystêpowanie w s¹dzie wy¿szej instancji; wystêpowanie w roli prokuratora w imieniu rz¹du; negocjowanie ugody w kwestiach dotycz¹cych sporu prawnego; przygotowywanie projektów ustaw i rz¹dowych aktów wykonawczych w oparciu o istniej¹ce przepisy; sporz¹dzanie dokumentów prawnych, takich jak umowy, dokumenty dotycz¹ce nieruchomoœci i testamenty oraz przygotowywanie ekspertyz prawnych; redagowanie dokumentów prawnych, pism procesowych; wykonywanie innych zadañ pokrewnych. Do ich zadañ mo¿e tak¿e nale¿eæ nadzorowanie innych pracowników.";
