id;nazwa;zadania;kod;zadania_en
4723;Sprzedaż detaliczna ryb, skorupiaków i mięczaków;Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet ryb, owoców morza, produktów z owoców morza i ich przetworów, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet alg i wodorostów;47.23; retail sale of fish, seafood, seafood products and preparations thereof. This class also includes:  retail sale of algae and seaweed
4723;Sprzedaż detaliczna ryb, skorupiaków i mięczaków;Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami ryb, owoców morza, produktów z owoców morza i ich przetworów,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami alg i wodorostów.;47.23; retail sale of fish, seafood, seafood products and preparations thereof. This class also includes:  retail sale of algae and seaweed
4724;Sprzedaż detaliczna pieczywa, ciast, wyrobów ciastkarskich i cukierniczych;sprzedaż detaliczna prowadzona na straganach i targowiskach chleba i bułek wypiekanych na miejscu ze wstępnie podpieczonych produktów, sprzedaż detaliczna prowadzona na straganach i targowiskach pieczywa gotowego do spożycia, przygotowanego tylko przez automatyczną maszynę,;47.24;This class also includes:  retail sale of bread and rolls baked on the premises from pre-baked products.retail sale by automatic machines of ready-to-eat bread prepared by the machine itself
4724;Sprzedaż detaliczna pieczywa, ciast, wyrobów ciastkarskich i cukierniczych;Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet chleba i bułek wypiekanych na miejscu ze wstępnie podpieczonych produktów, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet pieczywa gotowego do spożycia, przygotowanego tylko przez automatyczną maszynę,;47.24;This class also includes:  retail sale of bread and rolls baked on the premises from pre-baked products.retail sale by automatic machines of ready-to-eat bread prepared by the machine itself
4724;Sprzedaż detaliczna pieczywa, ciast, wyrobów ciastkarskich i cukierniczych;Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami chleba i bułek wypiekanych na miejscu ze wstępnie podpieczonych produktów,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami pieczywa gotowego do spożycia, przygotowanego tylko przez automatyczną maszynę,;47.24;This class also includes:  retail sale of bread and rolls baked on the premises from pre-baked products.retail sale by automatic machines of ready-to-eat bread prepared by the machine itself
4725;Sprzedaż detaliczna napojów alkoholowych i bezalkoholowych;sprzedaż detaliczna prowadzona na straganach i targowiskach napojów alkoholowych i bezalkoholowych bez ich konsumpcji na miejscu lub przygotowanych w lokalu, sprzedaż detaliczna prowadzona na straganach i targowiskach soków owocowych i warzywnych.;47.25; retail sale of alcoholic and non-alcoholic beverages, not for consumption or manufactured on the premises. This class also includes:  retail sale of fruit and vegetable juices
4725;Sprzedaż detaliczna napojów alkoholowych i bezalkoholowych;Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet napojów alkoholowych i bezalkoholowych bez ich konsumpcji na miejscu lub przygotowanych w lokalu, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet soków owocowych i warzywnych;47.25; retail sale of alcoholic and non-alcoholic beverages, not for consumption or manufactured on the premises. This class also includes:  retail sale of fruit and vegetable juices
4725;Sprzedaż detaliczna napojów alkoholowych i bezalkoholowych;Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami napojów alkoholowych i bezalkoholowych bez ich konsumpcji na miejscu lub przygotowanych w lokalu,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami soków owocowych i warzywnych;47.25; retail sale of alcoholic and non-alcoholic beverages, not for consumption or manufactured on the premises. This class also includes:  retail sale of fruit and vegetable juices
4726;Sprzedaż detaliczna wyrobów tytoniowych;sprzedaż detaliczna prowadzona na straganach i targowiskach wyrobów tytoniowych w każdej postaci, na przykład papierosów, cygar, tytoniu fajkowego, tytoniu do żucia, sprzedaż detaliczna prowadzona na straganach i targowiskach wyrobów tytoniowych i akcesoriów do palenia, w tym zapalniczek, fajek, przyrządów do skręcania papierosów i tym podobnych, sprzedaż detaliczna prowadzona na straganach i targowiskach papierosów elektronicznych i e-liquidów.;47.26; retail sale of tobacco in any form, e.g. cigarettes, cigars, pipe tobacco, chewing tobacco.retail sale of tobacco and smoking products and accessories, including lighters, pipes, cigarette rolling equipment etc.. This class also includes:  retail sale of electronic cigarettes and e-liquids
4726;Sprzedaż detaliczna wyrobów tytoniowych;Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet wyrobów tytoniowych w każdej postaci, na przykład papierosów, cygar, tytoniu fajkowego, tytoniu do żucia,Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet wyrobów tytoniowych i akcesoriów do palenia, w tym zapalniczek, fajek, przyrządów do skręcania papierosów i tym podobnych, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet papierosów elektronicznych i e-liquidów;47.26; retail sale of tobacco in any form, e.g. cigarettes, cigars, pipe tobacco, chewing tobacco.retail sale of tobacco and smoking products and accessories, including lighters, pipes, cigarette rolling equipment etc.. This class also includes:  retail sale of electronic cigarettes and e-liquids
4726;Sprzedaż detaliczna wyrobów tytoniowych;Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami wyrobów tytoniowych w każdej postaci, na przykład papierosów, cygar, tytoniu fajkowego, tytoniu do żucia,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami wyrobów tytoniowych i akcesoriów do palenia, w tym zapalniczek, fajek, przyrządów do skręcania papierosów i tym podobnych,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami papierosów elektronicznych i e-liquidów;47.26; retail sale of tobacco in any form, e.g. cigarettes, cigars, pipe tobacco, chewing tobacco.retail sale of tobacco and smoking products and accessories, including lighters, pipes, cigarette rolling equipment etc.. This class also includes:  retail sale of electronic cigarettes and e-liquids
4727;Sprzedaż detaliczna pozostałej żywności;sprzedaż detaliczna prowadzona na straganach i targowiskach wyrobów mleczarskich, w tym przetworów mlecznych i serowych oraz jaj, sprzedaż detaliczna prowadzona na straganach i targowiskach kawy, herbaty, olejów, mąki, cukru, makaronów i tym podobnych, sprzedaż detaliczna prowadzona na straganach i targowiskach pozostałych artykułów żywnościowych, gdzie indziej niesklasyfikowanych, sprzedaż detaliczna prowadzona na straganach i targowiskach dań gotowych, z wyjątkiem przeznaczonych do bezpośredniego spożycia na miejscu, sprzedaż detaliczna prowadzona na straganach i targowiskach suplementów żywnościowych przeznaczonych do spożycia przez ludzi, na przykład suplementy diety i produkty dietetyczne.;47.27; the retail sale of food products not elsewhere classified. Organically labelled foods, regional foods etc. are included in classes 47.21-47.27, depending on the product sold. retail sale of dairy products, including milk and cheese preparations, and eggs.retail sale of coffee, tea, oils, flour, sugar, pasta, etc..retail sale of other food products n.e.c.. This class also includes:  retail sale of ready-made meals, except for immediate consumption on the spot.retail sale of food supplements for human consumption, e.g. dietary supplements, diet products
4727;Sprzedaż detaliczna pozostałej żywności;Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet wyrobów mleczarskich, w tym przetworów mlecznych i serowych oraz jaj, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet kawy, herbaty, olejów, mąki, cukru, makaronów i tym podobnych, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet pozostałych artykułów żywnościowych, gdzie indziej niesklasyfikowanych, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet dań gotowych, z wyjątkiem przeznaczonych do bezpośredniego spożycia na miejscu, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet suplementów żywnościowych przeznaczonych do spożycia przez ludzi, na przykład suplementy diety i produkty dietetyczne;47.27; the retail sale of food products not elsewhere classified. Organically labelled foods, regional foods etc. are included in classes 47.21-47.27, depending on the product sold. retail sale of dairy products, including milk and cheese preparations, and eggs.retail sale of coffee, tea, oils, flour, sugar, pasta, etc..retail sale of other food products n.e.c.. This class also includes:  retail sale of ready-made meals, except for immediate consumption on the spot.retail sale of food supplements for human consumption, e.g. dietary supplements, diet products
